PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	population	color	euro
TCGA-QH-A6CZ	0.006	0.0047	0.0044	-0.0216	0.0061	0.0226	-8e-04	0.001	4e-04	-0.0089	TCGA	#BEBEBE80	TRUE
TCGA-QH-A6X3	0.0076	0.0054	0.003	-0.0129	0.0068	0.0148	-0.0017	0.0056	-0.0044	-0.0131	TCGA	#BEBEBE80	TRUE
TCGA-QH-A6X4	0.0053	0.0045	0.0073	-0.0256	0.0028	0.0242	2e-04	0.0018	-0.0014	-0.0081	TCGA	#BEBEBE80	TRUE
TCGA-QH-A6X5	0.0065	0.0053	0.0041	-0.0242	0.0022	0.024	3e-04	-0.0012	9e-04	-0.0121	TCGA	#BEBEBE80	TRUE
TCGA-QH-A6X8	0.0061	0.0046	0.0046	-0.0187	0.0071	0.0194	8e-04	-0.0019	0.0048	-0.0117	TCGA	#BEBEBE80	TRUE
TCGA-QH-A6X9	0.0069	0.0048	0.0047	-0.0101	0.0039	0.0121	-0.0029	0.0092	2e-04	-0.0101	TCGA	#BEBEBE80	TRUE
TCGA-QH-A6XA	0.0056	0.0049	0.005	-0.0199	0.0038	0.021	3e-04	0.0016	0.0052	-0.0142	TCGA	#BEBEBE80	TRUE
TCGA-QH-A6XC	0.0051	0.0044	0.003	-0.0256	0.005	0.0244	-0.0015	-0.001	-0.0019	-0.0042	TCGA	#BEBEBE80	TRUE
TCGA-QH-A86X	0.0068	0.0051	0.0046	-0.013	0.0077	0.0186	0.003	0.0089	2e-04	-0.0087	TCGA	#BEBEBE80	TRUE
TCGA-QH-A870	0.0056	0.0051	0.0052	-0.0223	0.0025	0.02	4e-04	0.0072	0.0026	-0.0168	TCGA	#BEBEBE80	TRUE
TCGA-R8-A6MK	0.0075	0.005	0.0022	5e-04	0.0017	7e-04	0.0017	0.0065	-0.0038	0.0096	TCGA	#BEBEBE80	TRUE
TCGA-RY-A83X	0.0077	0.0044	0.0044	0.0044	0.0027	-0.0017	-2e-04	0.0093	-5e-04	0.003	TCGA	#BEBEBE80	TRUE
TCGA-RY-A83Z	0.0073	0.0047	7e-04	0.0034	0	-0.0032	-9e-04	-0.0122	-0.0044	0.0091	TCGA	#BEBEBE80	TRUE
TCGA-RY-A840	0.0079	0.0042	0.0027	0.0041	0.0018	-9e-04	0.0014	0.0112	0.0044	0.0033	TCGA	#BEBEBE80	TRUE
TCGA-RY-A843	0.0078	0.0051	0.0028	0.005	5e-04	-0.0047	-2e-04	0.0069	0.003	0.0052	TCGA	#BEBEBE80	TRUE
TCGA-RY-A845	0.0071	0.0051	0.0049	0.0037	0.0012	-0.0016	-5e-04	-0.01	0	-0.0032	TCGA	#BEBEBE80	TRUE
TCGA-RY-A847	0.0048	0.0047	0.0035	-0.0292	0.0092	0.0312	9e-04	-0.0087	0.0068	0.0032	TCGA	#BEBEBE80	TRUE
TCGA-S9-A6TV	0.0076	0.0056	0.0033	0.0024	0.0039	0.001	-0.0017	-0.0044	0.0012	-0.0043	TCGA	#BEBEBE80	TRUE
TCGA-S9-A6U9	0.0075	0.0048	0.0021	0.0031	0.0013	-8e-04	-0.0016	0.003	0.0057	3e-04	TCGA	#BEBEBE80	TRUE
TCGA-S9-A7IQ	0.0079	0.0046	0.0028	6e-04	0.0017	9e-04	6e-04	-7e-04	-2e-04	-5e-04	TCGA	#BEBEBE80	TRUE
TCGA-S9-A7IS	0.0074	0.0052	9e-04	-5e-04	5e-04	-1e-04	0.0026	0.0041	0.0043	-7e-04	TCGA	#BEBEBE80	TRUE
TCGA-S9-A7IY	0.0078	0.0043	0.0035	0.0033	-7e-04	-0.0043	-6e-04	-0.0071	-9e-04	0.0057	TCGA	#BEBEBE80	TRUE
TCGA-S9-A7J0	0.0073	0.0043	0.0028	0.0045	-0.001	-0.0048	-5e-04	-0.0199	3e-04	-0.0013	TCGA	#BEBEBE80	TRUE
TCGA-S9-A7J2	0.0076	0.0047	0.0024	0.007	-0.002	-0.0077	-7e-04	-0.0341	0.0019	-0.0141	TCGA	#BEBEBE80	TRUE
TCGA-S9-A7J3	0.0073	0.0056	0.0018	0.0013	0.0037	0.0015	0.0027	0.0055	-6e-04	-0.0017	TCGA	#BEBEBE80	TRUE
TCGA-S9-A7QW	0.0074	0.0054	0.0029	0.0073	-0.0012	-0.0042	0.002	-0.0076	-7e-04	0.0032	TCGA	#BEBEBE80	TRUE
TCGA-S9-A7QX	0.0068	0.0044	0.0019	-0.0028	0.003	0.0047	6e-04	-0.0108	0.0022	0.0062	TCGA	#BEBEBE80	TRUE
TCGA-S9-A7QY	0.0075	0.0047	0.0026	0.0029	0.0012	-9e-04	-0.001	-0.0054	0.0014	1e-04	TCGA	#BEBEBE80	TRUE
TCGA-S9-A7QZ	0.0073	0.0046	0.003	0.0085	0.0018	-0.0044	-0.0017	-0.0149	4e-04	-0.0025	TCGA	#BEBEBE80	TRUE
TCGA-S9-A7R1	0.0071	0.0045	0.0014	-0.0029	0.0012	0.0076	-3e-04	-0.0267	-0.0032	-0.0152	TCGA	#BEBEBE80	TRUE
TCGA-S9-A7R4	0.0084	0.0047	0.002	0.0021	0.0025	-0.001	-0.0012	0.007	9e-04	-3e-04	TCGA	#BEBEBE80	TRUE
TCGA-S9-A7R7	0.0075	0.005	0.0017	6e-04	0.0062	0.0019	4e-04	0.0018	0.0021	-0.0052	TCGA	#BEBEBE80	TRUE
TCGA-S9-A89Z	0.0079	0.0049	0.0017	0.0069	-0.0025	-0.0067	7e-04	-0.0194	-0.001	1e-04	TCGA	#BEBEBE80	TRUE
TCGA-TM-A7C3	0.0077	0.0044	0.0029	0.0066	-0.0012	-0.0053	-0.003	0.0068	0.0012	0.0071	TCGA	#BEBEBE80	TRUE
TCGA-TM-A7C4	0.0078	0.0053	0.002	0.0074	0.0012	-0.0058	0.0014	0.0115	-0.002	0.0136	TCGA	#BEBEBE80	TRUE
TCGA-TM-A7CA	0.0076	0.005	0.0015	0.0075	-4e-04	-0.0054	0.0026	0.0043	0.0021	0.0143	TCGA	#BEBEBE80	TRUE
TCGA-TM-A7CF	0.0077	0.0047	0.0024	0.0099	-7e-04	-0.0061	-0.0021	0.0024	-0.0018	0.0051	TCGA	#BEBEBE80	TRUE
TCGA-TM-A84F	0.0079	0.0045	0.001	0.0063	0.0012	-0.0035	7e-04	0.0158	-0.0011	0.0059	TCGA	#BEBEBE80	TRUE
TCGA-TM-A84G	0.0078	0.0043	0.0011	0.0041	-0.0013	-0.0038	1e-04	0.0104	0.0054	0.0083	TCGA	#BEBEBE80	TRUE
TCGA-TM-A84H	0.0085	0.0049	3e-04	0.0078	0.0013	-0.0036	-0.0014	0.0114	-0.0021	0.0022	TCGA	#BEBEBE80	TRUE
TCGA-TM-A84L	0.0084	0.0051	0.0013	0.0077	-9e-04	-0.0039	-0.0019	0.0106	6e-04	0.0067	TCGA	#BEBEBE80	TRUE
TCGA-TM-A84M	0.0068	0.0052	0.0022	0.0069	1e-04	-0.0048	-0.0027	6e-04	0.001	0.0107	TCGA	#BEBEBE80	TRUE
TCGA-TM-A84O	0.0081	0.0043	0.0012	0.0046	7e-04	-0.0025	0.0018	0.0147	0.0014	0.0058	TCGA	#BEBEBE80	TRUE
TCGA-TM-A84R	0.0078	0.0046	0.0014	0.0074	-0.0018	-0.0045	-0.0022	0.0049	-6e-04	0.0233	TCGA	#BEBEBE80	TRUE
TCGA-TM-A84S	0.0066	0.0049	0.0017	-0.0156	0.0049	0.0157	-0.0012	-0.0089	1e-04	-0.0083	TCGA	#BEBEBE80	TRUE
TCGA-VM-A8C8	0.008	0.0054	0.0015	0.0078	-0.0012	-0.0048	-9e-04	0.008	0.0013	0.0109	TCGA	#BEBEBE80	TRUE
TCGA-VM-A8CA	0.0079	0.0046	8e-04	0.0032	4e-04	-0.0033	-5e-04	0.0068	9e-04	0.0055	TCGA	#BEBEBE80	TRUE
TCGA-VM-A8CB	0.0074	0.0052	0.0018	0.0044	0.0013	-6e-04	2e-04	0.0049	0.0013	0.0104	TCGA	#BEBEBE80	TRUE
TCGA-VM-A8CD	0.0074	0.0028	-0.0065	0.0066	-0.0016	-0.0077	-0.0036	0.0079	0.0021	0.0131	TCGA	#BEBEBE80	TRUE
TCGA-VM-A8CE	0.0081	0.0046	0.0025	0.0064	2e-04	-0.0037	-5e-04	0.0045	0.0018	0.0146	TCGA	#BEBEBE80	TRUE
TCGA-VM-A8CH	0.0084	0.0047	0	0.0064	-4e-04	-0.0031	-0.0047	0.0045	6e-04	0.0097	TCGA	#BEBEBE80	TRUE
TCGA-VV-A829	0.0077	0.0036	8e-04	0.0091	-2e-04	-0.0074	0.0011	0.0012	-5e-04	0.0086	TCGA	#BEBEBE80	TRUE
TCGA-VW-A8FI	0.0075	0.0048	0.0021	0.0133	-0.0047	-0.0131	-0.0031	-0.0421	-0.0013	-0.0092	TCGA	#BEBEBE80	TRUE
TCGA-W9-A837	0.0082	0.0047	0	0.0091	0.0021	-0.0054	1e-04	0.0102	0.0024	0.0093	TCGA	#BEBEBE80	TRUE
TCGA-WH-A86K	0.0075	0.0052	0.0011	0.0058	-3e-04	-0.0024	0.0039	0.011	0.0022	0.0038	TCGA	#BEBEBE80	TRUE
TCGA-WY-A859	0.0072	0.0048	0.0017	4e-04	7e-04	2e-04	5e-04	0.0071	-1e-04	0.0054	TCGA	#BEBEBE80	TRUE
TCGA-WY-A85A	0.0078	0.0049	-2e-04	0.0026	2e-04	-0.0031	0.0013	0.0109	0.0038	0.004	TCGA	#BEBEBE80	TRUE
TCGA-WY-A85B	0.0078	0.0051	0.0043	0.0034	-8e-04	-0.0025	6e-04	0.008	-0.0012	0.0066	TCGA	#BEBEBE80	TRUE
TCGA-WY-A85C	0.0074	0.0048	0.0018	0.0061	-0.0023	-0.0074	1e-04	-0.0366	-7e-04	-0.0087	TCGA	#BEBEBE80	TRUE
TCGA-WY-A85D	0.0077	0.0046	0.0014	0.0082	-0.0011	-0.0066	0.0017	-0.0144	-0.0021	-0.0036	TCGA	#BEBEBE80	TRUE
TCGA-2Y-A9GT	0.007	0.0053	6e-04	0.003	0	-0.0027	0.0021	0.0077	-0.0011	0.0183	TCGA	#BEBEBE80	TRUE
TCGA-2Y-A9GV	0.0074	0.0046	0.0036	0.0068	-8e-04	-0.0079	0.0014	-0.0103	6e-04	8e-04	TCGA	#BEBEBE80	TRUE
TCGA-2Y-A9GW	0.0075	0.0048	0.0027	0.005	1e-04	-0.0036	-0.0034	0.0082	-0.0014	0.0119	TCGA	#BEBEBE80	TRUE
TCGA-2Y-A9GX	0.0077	0.005	0.0041	0.0076	0.0016	-0.0033	0.0032	0.0103	4e-04	0.0054	TCGA	#BEBEBE80	TRUE
TCGA-2Y-A9GY	0.0077	0.0052	3e-04	0.0085	0.0021	-6e-04	6e-04	0.0103	-0.0036	0.002	TCGA	#BEBEBE80	TRUE
TCGA-2Y-A9GZ	0.0071	0.0048	0.0014	0.0015	-8e-04	-0.0039	7e-04	-0.0324	-0.0013	-0.013	TCGA	#BEBEBE80	TRUE
TCGA-2Y-A9H5	0.0072	0.0051	7e-04	0.0034	4e-04	-0.001	-0.0047	0.008	-0.004	0.0057	TCGA	#BEBEBE80	TRUE
TCGA-2Y-A9H7	0.0079	0.0051	0.0023	0.0063	0.004	-0.0023	-4e-04	0.0103	-0.0015	0.0066	TCGA	#BEBEBE80	TRUE
TCGA-2Y-A9H8	0.0081	0.0047	0.0014	0.0092	7e-04	-0.0046	-3e-04	0.0057	0.0013	0.0088	TCGA	#BEBEBE80	TRUE
TCGA-2Y-A9H9	0.0078	0.005	0	0.0047	4e-04	-0.0042	4e-04	0.0085	0.0024	0.0059	TCGA	#BEBEBE80	TRUE
TCGA-2Y-A9HA	0.0076	0.0046	0.0033	0.0081	-0.0021	-0.0066	0.001	0.0126	-0.0031	0.0045	TCGA	#BEBEBE80	TRUE
TCGA-4R-AA8I	0.0076	0.0044	9e-04	0.0062	-0.0014	-0.0047	-0.0013	0.0144	0.0038	0.004	TCGA	#BEBEBE80	TRUE
TCGA-5C-A9VG	0.0074	0.0033	0.0015	0.008	-0.0055	-0.0115	9e-04	-0.0445	-0.0019	-0.0097	TCGA	#BEBEBE80	TRUE
TCGA-5C-A9VH	0.0074	0.0033	0.001	0.0096	-0.0044	-0.0131	-0.0016	-0.0372	-0.0042	-0.0098	TCGA	#BEBEBE80	TRUE
TCGA-5R-AA1D	0.0071	0.0013	-6e-04	0.0096	-0.0028	-0.0088	-0.0018	-0.0391	-2e-04	-2e-04	TCGA	#BEBEBE80	TRUE
TCGA-5R-AAAM	0.007	0.001	0.0011	0.0074	-0.0048	-0.0076	0.0021	-0.0334	-0.0021	-0.006	TCGA	#BEBEBE80	TRUE
TCGA-BC-4072	0.0076	0.005	0.001	0.008	-9e-04	-0.0049	-0.001	-0.001	-0.0011	0.0022	TCGA	#BEBEBE80	TRUE
TCGA-BC-A217	0.0074	0.004	0.0023	0.004	-2e-04	-0.0019	-4e-04	0.0107	0.0025	0.0055	TCGA	#BEBEBE80	TRUE
TCGA-BC-A3KF	0.0053	0.0042	0.0059	-0.0333	0.0071	0.0369	0.0039	-0.017	0.0061	0.0199	TCGA	#BEBEBE80	TRUE
TCGA-BC-A3KG	0.0078	0.0047	0.001	0.0077	1e-04	-6e-04	-0.0019	0.0104	0.002	0.009	TCGA	#BEBEBE80	TRUE
TCGA-BC-A5W4	0.0075	0.0046	0.0031	0.0032	0.0015	-0.0032	-0.0029	0.0074	0.0015	0.0046	TCGA	#BEBEBE80	TRUE
TCGA-BC-A69H	0.0075	0.0044	0.0018	0.0054	7e-04	-0.0013	-1e-04	0.0126	0.0057	0.008	TCGA	#BEBEBE80	TRUE
TCGA-BC-A69I	0.0079	0.0042	0.0019	0.0057	-1e-04	-0.0029	-7e-04	0.0104	0.0054	0.0109	TCGA	#BEBEBE80	TRUE
TCGA-BC-A8YO	0.0077	0.005	0.0026	0.0033	0.002	-0.0021	-0.0016	0.0088	7e-04	0.005	TCGA	#BEBEBE80	TRUE
TCGA-DD-A113	0.0085	0.0046	7e-04	0.0083	-0.002	-0.0047	7e-04	0.0032	0.0037	0.0044	TCGA	#BEBEBE80	TRUE
TCGA-DD-A115	0.0077	0.0042	0.0017	0.0047	8e-04	-0.0023	4e-04	0.0053	0.0013	3e-04	TCGA	#BEBEBE80	TRUE
TCGA-DD-A11B	0.0076	0.0044	0.0011	0.0022	0.0029	-0.004	0.0022	-0.0042	-0.001	0.0019	TCGA	#BEBEBE80	TRUE
TCGA-DD-A1EB	0.0076	0.0051	0.0023	0.0024	-0.0022	5e-04	9e-04	0.0089	-0.0011	0.0079	TCGA	#BEBEBE80	TRUE
TCGA-DD-A1ED	0.0056	0.0034	0.0036	-0.029	0.0058	0.0335	0.0017	-0.0184	0.0055	0.0128	TCGA	#BEBEBE80	TRUE
TCGA-DD-A1EE	0.0076	0.0038	0.001	0.0038	0.0014	-0.0035	-0.0018	0.0026	0.0018	0.0091	TCGA	#BEBEBE80	TRUE
TCGA-DD-A1EF	0.0077	0.0051	0.0019	0.008	0.0012	-0.008	1e-04	0.0101	-0.0037	0.0056	TCGA	#BEBEBE80	TRUE
TCGA-DD-A1EG	0.0074	0.0051	0.0027	0.0034	-0.0019	-0.0019	-0.002	0.0108	1e-04	0.0045	TCGA	#BEBEBE80	TRUE
TCGA-DD-A1EH	0.0075	0.005	0.003	5e-04	8e-04	7e-04	6e-04	-0.0061	-0.0046	-1e-04	TCGA	#BEBEBE80	TRUE
TCGA-DD-A1EJ	0.0056	0.0058	0.0013	0.0026	-0.001	-0.0052	-0.0021	0.0072	-0.0015	0.0152	TCGA	#BEBEBE80	TRUE
TCGA-DD-A1EK	0.0078	0.0048	0.0028	0.0019	0.005	-0.0014	-0.0012	0.0072	3e-04	0.002	TCGA	#BEBEBE80	TRUE
TCGA-DD-A4NI	0.0074	0.0026	-8e-04	0.0161	-0.004	-0.0137	4e-04	-0.0199	-0.005	0.0065	TCGA	#BEBEBE80	TRUE
TCGA-DD-A4NN	0.0081	0.0045	4e-04	0.0062	0.0016	-0.0026	0.001	-6e-04	8e-04	0.0037	TCGA	#BEBEBE80	TRUE
TCGA-DD-A4NO	0.0073	0.0044	0.0044	-6e-04	0.0014	0.0048	-0.0015	0.0073	3e-04	-0.0018	TCGA	#BEBEBE80	TRUE
TCGA-DD-A4NP	0.0083	0.0048	0.0013	0.0054	0.0033	-0.0055	3e-04	0.0096	0.0018	0.0096	TCGA	#BEBEBE80	TRUE
TCGA-DD-A4NQ	0.0047	0.0028	-0.0064	-0.0075	0.0073	0.011	-0.0011	0.0076	-0.0024	-0.0063	TCGA	#BEBEBE80	TRUE
TCGA-DD-A4NR	0.008	0.0044	0.0018	0.0091	-2e-04	-0.01	-9e-04	0.0023	-0.0018	0.0072	TCGA	#BEBEBE80	TRUE
TCGA-DD-A4NS	0.0078	0.004	0.0016	0.004	-0.0022	-0.0066	2e-04	-0.0146	2e-04	-0.0021	TCGA	#BEBEBE80	TRUE
TCGA-DD-A4NV	0.0077	0.005	0.0016	0.0068	0.0027	-0.001	-4e-04	0.0112	-0.0015	0.0061	TCGA	#BEBEBE80	TRUE
TCGA-DD-A73A	0.0071	0.0049	0.003	0.0019	0.0017	2e-04	-1e-04	0.0086	0.0012	0.0061	TCGA	#BEBEBE80	TRUE
TCGA-DD-A73B	0.0072	0.0045	0.0019	-0.0074	0.0077	0.0106	0.0044	0.0105	3e-04	-0.0019	TCGA	#BEBEBE80	TRUE
TCGA-DD-A73C	0.0074	0.0044	0	0.0048	-6e-04	-0.0023	-9e-04	0.0052	0.0055	0.007	TCGA	#BEBEBE80	TRUE
TCGA-DD-A73D	0.0082	0.005	0.0031	0.0055	0.0035	-0.0037	8e-04	0.0085	0.0028	0.0064	TCGA	#BEBEBE80	TRUE
TCGA-DD-A73E	0.0075	0.0039	-0.0011	0.0052	0.0017	-0.0018	-9e-04	0.0075	-0.0029	0.0035	TCGA	#BEBEBE80	TRUE
TCGA-DD-A73F	0.0077	0.005	0.0014	0.0061	-0.0033	-0.006	-0.0018	0.0094	-0.0028	0.0066	TCGA	#BEBEBE80	TRUE
TCGA-DD-A73G	0.0079	0.0041	0.0016	0.0069	-6e-04	-0.0079	-0.0036	0.0041	0.0014	0.0156	TCGA	#BEBEBE80	TRUE
TCGA-DD-AA3A	0.0078	0.004	7e-04	0.0109	-0.0015	-0.0077	0.0014	0.0066	-1e-04	0.0074	TCGA	#BEBEBE80	TRUE
TCGA-EP-A26S	0.0075	0.0047	0.0024	0.0059	0.0025	-0.0013	0.0018	0.0102	0.0015	0.0044	TCGA	#BEBEBE80	TRUE
TCGA-EP-A2KA	0.0076	0.0047	0.0021	0.0078	0.0015	-0.0031	1e-04	0.0134	0.0023	0.0061	TCGA	#BEBEBE80	TRUE
TCGA-EP-A2KB	0.0073	0.0049	0.0034	-0.0026	5e-04	0.0048	0.0015	0.0076	0.002	-0.0016	TCGA	#BEBEBE80	TRUE
TCGA-EP-A3JL	0.0077	0.0048	0.0023	0.0038	0.0013	4e-04	0.0025	0.0108	-7e-04	0.0096	TCGA	#BEBEBE80	TRUE
TCGA-EP-A3RK	0.0078	0.0051	0.0013	0.0024	2e-04	-0.0031	-0.0021	0.0124	0.0039	0.0032	TCGA	#BEBEBE80	TRUE
TCGA-FV-A2QQ	0.0083	0.0052	0.0025	0.0096	-0.0026	-0.0094	9e-04	-8e-04	-2e-04	0.0074	TCGA	#BEBEBE80	TRUE
TCGA-FV-A3I1	0.0085	0.0049	0.0021	0.0081	-0.0018	-0.006	8e-04	0.0112	-0.0041	0.0123	TCGA	#BEBEBE80	TRUE
TCGA-FV-A3R3	0.0077	0.0042	-5e-04	0.002	0.0017	-0.0018	-9e-04	0.0099	4e-04	0.0045	TCGA	#BEBEBE80	TRUE
TCGA-FV-A495	0.0075	0.0045	-7e-04	0.0087	-2e-04	-0.0099	-0.0036	9e-04	0.0028	0.0045	TCGA	#BEBEBE80	TRUE
TCGA-FV-A496	0.0076	0.0045	0.0038	-2e-04	-0.0045	-0.0023	6e-04	-0.0064	0.0029	-0.0049	TCGA	#BEBEBE80	TRUE
TCGA-G3-A25S	0.0082	0.0049	0.0025	0.0042	0.003	0.001	-0.0047	0.0014	-0.0021	-0.0038	TCGA	#BEBEBE80	TRUE
TCGA-G3-A25T	0.0064	0.0021	-0.009	0.006	1e-04	-0.0056	-0.0026	-5e-04	-0.0017	0.0093	TCGA	#BEBEBE80	TRUE
TCGA-G3-A25V	0.0074	0.0045	0.0017	0.0062	8e-04	-0.0033	-7e-04	0.0086	-0.0015	0	TCGA	#BEBEBE80	TRUE
TCGA-G3-A3CI	0.007	0.0033	0.0028	1e-04	-8e-04	0	-7e-04	-0.0184	-0.0043	-0.0078	TCGA	#BEBEBE80	TRUE
TCGA-G3-A7M6	0.0075	0.0053	0.0027	0.0044	-0.0023	-0.0068	-0.001	-0.0031	-8e-04	0.0039	TCGA	#BEBEBE80	TRUE
TCGA-G3-A7M7	0.0078	0.0045	0.0015	0.0071	0	-0.0067	-0.0035	0.01	0.001	0.0038	TCGA	#BEBEBE80	TRUE
TCGA-G3-A7M9	0.008	0.0052	0.0024	0.009	2e-04	-0.0075	-5e-04	0.0044	-0.0023	0.0104	TCGA	#BEBEBE80	TRUE
TCGA-G3-AAV2	0.0068	0.0048	0.0033	-0.0078	-1e-04	0.0095	-2e-04	-0.0113	-4e-04	-0.0042	TCGA	#BEBEBE80	TRUE
TCGA-G3-AAV4	0.0072	0.0052	0.003	-0.0112	0.0073	0.0151	0.0027	0.0085	0.0039	-0.0029	TCGA	#BEBEBE80	TRUE
TCGA-G3-AAV6	0.0071	0.0049	0.0019	-2e-04	1e-04	0.0019	0.0017	-0.0135	-5e-04	0.0029	TCGA	#BEBEBE80	TRUE
TCGA-GJ-A6C0	0.0077	0.0043	0.0016	0.0026	-7e-04	-0.0021	0.0016	0.0092	0.001	0.0017	TCGA	#BEBEBE80	TRUE
TCGA-K7-A5RF	0.0058	0.0052	0.0056	-0.0228	0.0035	0.0219	0.0013	0.0027	0.0011	-0.0075	TCGA	#BEBEBE80	TRUE
TCGA-K7-A6G5	0.0078	0.0047	0.0034	0.0059	1e-04	-0.0054	0.0015	-0.0056	0.0035	0.0011	TCGA	#BEBEBE80	TRUE
TCGA-K7-AAU7	0.0079	0.0047	0.0021	0.0078	5e-04	-0.0058	-0.0015	0.0121	-1e-04	0.0144	TCGA	#BEBEBE80	TRUE
TCGA-KR-A7K0	0.0078	0.0047	7e-04	0.004	-2e-04	-9e-04	-0.0014	0.0056	-0.0036	0.0033	TCGA	#BEBEBE80	TRUE
TCGA-KR-A7K7	0.0079	0.0052	0.0027	0.0111	-0.001	-0.0061	4e-04	-0.0108	-4e-04	-0.0065	TCGA	#BEBEBE80	TRUE
TCGA-LG-A6GG	0.0078	0.0056	0.0022	0.0032	0.0031	0.0011	0.0014	0.0059	0.002	0.0047	TCGA	#BEBEBE80	TRUE
TCGA-LG-A9QC	0.0078	0.0046	0.0042	0.0092	-0.0013	-0.0079	8e-04	-0.0185	-0.0028	-0.0042	TCGA	#BEBEBE80	TRUE
TCGA-MI-A75C	0.0077	0.0045	0.0022	0.0057	4e-04	-0.0047	-0.0028	0.0126	-0.003	0.0063	TCGA	#BEBEBE80	TRUE
TCGA-MI-A75E	0.0071	0.0048	7e-04	0.0058	-0.002	-0.0072	0.0011	-9e-04	-0.001	0.0043	TCGA	#BEBEBE80	TRUE
TCGA-MI-A75G	0.0076	0.0036	-7e-04	0.0061	-3e-04	-0.0048	0.001	0.0072	0.0031	0.0097	TCGA	#BEBEBE80	TRUE
TCGA-MI-A75H	0.0074	0.0052	0.0027	0.0056	-0.002	-0.0054	-2e-04	0.0128	0	0.0045	TCGA	#BEBEBE80	TRUE
TCGA-MR-A520	0.007	0.0044	0.0026	-0.0037	0.005	0.0062	-0.0019	-0.0016	0.0017	0.0102	TCGA	#BEBEBE80	TRUE
TCGA-MR-A8JO	0.0072	0.0045	0.0037	0.0051	0.0035	-0.0039	-9e-04	-2e-04	-0.0064	0.0057	TCGA	#BEBEBE80	TRUE
TCGA-NI-A8LF	0.0068	0.0049	0.0035	0.0011	0.0017	0.0022	0.0022	-0.022	-5e-04	-0.0025	TCGA	#BEBEBE80	TRUE
TCGA-PD-A5DF	0.0077	0.0049	4e-04	0.0061	5e-04	-0.0049	-2e-04	0.012	-0.0013	9e-04	TCGA	#BEBEBE80	TRUE
TCGA-UB-A7MB	0.0063	0.0054	0.0051	-0.0119	0.0047	0.0158	6e-04	-0.0032	0.0024	0.0117	TCGA	#BEBEBE80	TRUE
TCGA-UB-A7MC	0.0068	0.0039	0.0023	-0.0051	0.0029	0.0106	-5e-04	-0.0152	-8e-04	-0.004	TCGA	#BEBEBE80	TRUE
TCGA-UB-A7MF	0.0067	0.0051	0.0013	0.0082	0.0012	-0.0037	0	0.0068	0.0026	0.0084	TCGA	#BEBEBE80	TRUE
TCGA-UB-AA0U	0.0073	0.0041	0.0019	0.0066	-0.0012	-0.0047	-0.0031	0.0148	0.0053	0.013	TCGA	#BEBEBE80	TRUE
TCGA-UB-AA0V	0.008	0.0052	0.0027	0.008	-4e-04	-0.0035	0.0014	0.0058	8e-04	0.0073	TCGA	#BEBEBE80	TRUE
TCGA-WJ-A86L	0.0079	0.0045	0.0017	0.0046	0.002	-0.0031	-0.0015	0.0109	-0.0017	-0.0031	TCGA	#BEBEBE80	TRUE
TCGA-WQ-A9G7	0.0076	0.0043	0.0039	0.0023	0.0019	0.001	2e-04	0.0039	0.0012	0.0067	TCGA	#BEBEBE80	TRUE
TCGA-WQ-AB4B	0.008	0.0045	0.0021	0.005	0.0012	-0.0011	0.0011	0.0073	-0.0015	0.0042	TCGA	#BEBEBE80	TRUE
TCGA-WX-AA46	0.0054	0.0043	0.0047	-0.0319	0.0079	0.0313	0.0051	-0.0117	0.0048	0.0167	TCGA	#BEBEBE80	TRUE
TCGA-ZP-A9D1	0.008	0.0038	0.0029	0.0121	-0.0051	-0.0133	1e-04	-0.0436	-0.0012	-0.0096	TCGA	#BEBEBE80	TRUE
TCGA-ZP-A9D2	0.0064	0.0053	0.005	-0.0192	0.0038	0.0202	0.003	-0.0087	-9e-04	2e-04	TCGA	#BEBEBE80	TRUE
TCGA-ZS-A9CD	0.0077	0.0053	0.0021	0.0063	9e-04	-0.0045	-4e-04	0.0114	0	0.0013	TCGA	#BEBEBE80	TRUE
TCGA-ZS-A9CE	0.0081	0.0045	0.004	0.0039	0.0022	-0.0045	-0.0014	0.0099	-0.002	0.0091	TCGA	#BEBEBE80	TRUE
TCGA-ZS-A9CF	0.0076	0.005	0.0017	0.009	2e-04	-0.0054	2e-04	0.0128	-2e-04	0.006	TCGA	#BEBEBE80	TRUE
TCGA-ZS-A9CG	0.0077	0.0047	0.0013	0.0067	-4e-04	-0.0055	5e-04	0.0091	5e-04	0.0047	TCGA	#BEBEBE80	TRUE
TCGA-05-4384	0.0082	0.0047	6e-04	0.007	9e-04	-0.0033	-5e-04	-0.0112	0.0015	-0.0048	TCGA	#BEBEBE80	TRUE
TCGA-05-4390	0.007	0.0048	0.003	0.0056	0.001	-0.0034	-0.002	0.0065	0.0016	0.0107	TCGA	#BEBEBE80	TRUE
TCGA-05-4396	0.0084	0.0048	0.0033	0.0089	2e-04	-0.0104	-0.002	1e-04	7e-04	0.0043	TCGA	#BEBEBE80	TRUE
TCGA-05-4405	0.0077	0.005	0.0027	0.0091	-0.0043	-0.0069	0.0036	-0.0024	0.0012	0.0045	TCGA	#BEBEBE80	TRUE
TCGA-05-4410	0.0077	0.0045	0.003	0.0079	6e-04	-0.0058	-4e-04	-0.0024	-0.0036	8e-04	TCGA	#BEBEBE80	TRUE
